Request,Time(s),Delta(s),HTTP Status,CPU(%),MEM(MB),MEM(%)
3,6.876840,7,200,2.0,545.0,29.4
2,9.492701,9,200,1.5,544.0,29.4
1,10.347215,10,500,2.0,542.0,29.3
