Request,Time(s),Delta(s),HTTP Status,CPU(%),MEM(MB),MEM(%)
1,6.308566,7,201,5.3,3173.0,7.9
3,6.329140,7,500,5.1,3173.0,7.9
2,6.335458,7,500,5.0,3174.0,7.9
5,6.354369,7,201,4.7,3166.0,7.9
4,6.356165,7,201,4.7,3166.0,7.9
