Request,Time(s),Delta(s),HTTP Status,CPU(%),MEM(MB),MEM(%)
4,8.715771,9,500,1.0,549.0,29.7
3,8.911817,9,200,1.0,548.0,29.6
5,12.797128,13,500,1.5,544.0,29.4
1,13.389172,14,500,1.5,544.0,29.4
2,14.162208,14,200,1.5,544.0,29.4
